ObjectID,Title,Classification,Year,Epoch,Movement,Medium,ImageURL
9379.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bb726b8a93840f1d
9380.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8b89810fda289367
9381.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5d160ed0ca5bd2f1
9382.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f80f24b79110a33a
9383.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=82e5b026b62a5b32
9384.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb465e947d423b38
9385.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=331bbdfa265405a3
9386.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5391d586d2163bfa
9387.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6aa3317a8973a49c
9388.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dac8462087f441cc
9389.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f722c6c85693154e
9390.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1166e74861510209
9391.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=81b2926040e23c02
9392.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=aa54ae3e0217f795
9393.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5670c4cdd70d8499
9394.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f1368075c8535756
9395.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7194855ad03d8e92
9396.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=78559a82caf9f9b8
9397.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4153977d0ae2d836
9398.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE4OTgzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=86a4303aa3f99f23
9399.0,Untitled from Found Masks 1975–1978,Print,1975,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",One from a portfolio of 29 photocopies,https://www.moma.org/media/W1siZiIsIjE5MjIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e4a7fe0456a2f9d7
9550.0,Explanation I (Explication I) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Etching from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,https://www.moma.org/media/W1siZiIsIjE4OTg3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d596436209bd5b36
9551.0,Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Portfolio with nine etchings (four with aquatint and engraving and one with drypoint), one engraving; and supplementary suite of nineteen collotype reproductions of sculptures",https://www.moma.org/media/W1siZiIsIjE4OTg3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8df0abc7b6b6b0e5
9552.0,Wrapper front from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Engraving from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,https://www.moma.org/media/W1siZiIsIjE4OTg3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f99148c04e65e723
9553.0,Explanation II (Explication II) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Etching from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,https://www.moma.org/media/W1siZiIsIjE4OTg3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a9a542d2fe9ccf91
9554.0,Explanation III (Explication III) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Etching from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,https://www.moma.org/media/W1siZiIsIjE4OTg3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fbecab5de3970033
9555.0,Explanation IV (Explication IV) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Etching from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,https://www.moma.org/media/W1siZiIsIjE4OTg3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3543ee63fc237cf1
9556.0,Impossible from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching, aquatint, and engraving from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving",https://www.moma.org/media/W1siZiIsIjE4OTg3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dc91472502ffa32a
9557.0,Without Echo (Sans-écho) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching, aquatint, and engraving from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving",https://www.moma.org/media/W1siZiIsIjE4OTg3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=90cd7d2d19bcd4f2
9558.0,Implacable Place (Place à l'implacable) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching, aquatint, and engraving from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving",https://www.moma.org/media/W1siZiIsIjE4OTg4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=da14da03883d610a
9559.0,Like a Vine (Comme une liane) from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Etching, aquatint, and engraving from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving",https://www.moma.org/media/W1siZiIsIjE4OTg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=37c4cfdaa6a1781e
9560.0,Iacy from Maria 1946,Print,1946,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Etching and drypoint from a portfolio with nine etchings (four with aquatint and engraving and one with drypoint) and one engraving,https://www.moma.org/media/W1siZiIsIjE4OTg4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3da35349c1e0a119
9823.0,Fourteen Etchings 1,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching and aquatint from a portfolio of fourteen etching and aquatints thirteen with photogravure

",https://www.moma.org/media/W1siZiIsIjIzNzc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=116f85ed3d980438
9824.0,Fourteen Etchings,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"Portfolio of fourteen etching and aquatints, thirteen with photogravure
",https://www.moma.org/media/W1siZiIsIjIzNzc1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e92db7c24525b64d
9825.0,Fourteen Etchings 10,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3aa2cb6d128a6643
9826.0,Fourteen Etchings 11,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e507d59d7c6c498b
9827.0,Fourteen Etchings 12,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fecdbb93698a0699
9828.0,Fourteen Etchings 13,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=599d2d76e40ca6f1
9829.0,Fourteen Etchings 14,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7e1d06ccfb4d328a
9830.0,Fourteen Etchings 2,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=06834e0161407f63
9831.0,Fourteen Etchings 3,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fd0478eee2b04007
9832.0,Fourteen Etchings 4,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6d26b7a434e65354
9833.0,Fourteen Etchings 5,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c13525aba4cc78e7
9834.0,Fourteen Etchings 6,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cc6d3d51ff625244
9835.0,Fourteen Etchings 7,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f12d3ed4454eaaec
9836.0,Fourteen Etchings 8,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dc76f0c44df91f6b
9837.0,Fourteen Etchings 9,Print,1989,Конец XX в. (Постмодернизм),Постмодернизм,"One etching, aquatint and photogravure from a portfolio of fourteen etching and aquatints thirteen with photogravure",https://www.moma.org/media/W1siZiIsIjIzNzc0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=209f42deaa7398c9
10056.0,Natural History (Histoire naturelle),Print,1925,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Portfolio of thirty-four collotypes after frottage,https://www.moma.org/media/W1siZiIsIjE4MDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7b4fa7fab192f193
10140.0,The Bell Ringer or Map of the Ocean (Le Sonneur ou Carte de l'océan),Print,1950,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,Etching,https://www.moma.org/media/W1siZiIsIjE2Mjc4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d67210137defafd
10593.0,The Face of Woman (Des Gesicht des Weibes) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ff3dcd053db40334
10594.0,The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ff3dcd053db40334
10595.0,Woman Bent over Phantom (Weib über Schemen gebeugt) (plate 10) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMTk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=62dfbc1be8a4dbac
10596.0,Woman Triumphs over Corpse (Das Weib triumphiert über den Toten) (plate 11) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMTk2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=070769d7f8bcdc7f
10597.0,The Clear Face (Das reine Gesicht) (plate 12) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMTk2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=990a78fb8032894b
10598.0,The New Columbus and Saint George (Der neue Columbus und der heilige Georg) from The Bound Columbus (Der gefesselte Kolumbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dbf8d57abd3b6a53
10599.0,The Last Judgement (Das jüngste Gericht) (plate 3) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6537b381e320e3cd
10600.0,The Path to the Grave (Der Weg ins Grab) (plate 4) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a8939e18a440d3eb
10601.0,Couple in Candlelight (Das Paar im Kerzenlicht) (plate 5) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=07df8cc46310d6cd
10602.0,The Apple of Eve (Der Apfel der Eva) (plate 6) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEzMzQ3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=beae1496515d7eb5
10603.0,At the Crossroads (Am Scheidewege) (plate 7) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8380d156e3989e21
10604.0,Man with Raised Arms and the Figure of Death (Der Mann mit erhobenen Armen und die Gestalt des Todes) (plate 8) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMjU2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d3f2aa02be4a636f
10605.0,Encounter (Begegnung) (plate 9) from The Bound Columbus (Der gefesselte Columbus),Print,1916,"1915–1939 (Авангард, Конструктивизм, Сюрреализм)","Авангард, Конструктивизм, Сюрреализм",Lithograph from a portfolio of twelve lithographs,https://www.moma.org/media/W1siZiIsIjEyMTk2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6cbfbb527681b2a4
10721.0,Traces Suspectes en Surface,Print,1972,"1960–1979 (Поп-арт, Минимализм, Концептуализм)","Поп-арт, Минимализм, Концептуализм",Illustrated book with twenty-six lithographs (including four colophon pages),https://www.moma.org/media/W1siZiIsIjU0OTU3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8ced40f20939c67f
10792.0,Reconciliation (for Parkett no. 9),Print,1986,Конец XX в. (Постмодернизм),Постмодернизм,Drypoint bound into journal,https://www.moma.org/media/W1siZiIsIjU0ODA5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6a5dcefbf30fd118
10877.0,Plate I from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8b98677b2180e7aa
10878.0,The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1c04101555d7a8a1
10879.0,Plate X from The Ring of Dawn Suite (Suite la bague d'aurore),Print,1957,1940–1959 (Абстрактный экспрессионизм),Абстрактный экспрессионизм,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching",https://www.moma.org/media/W1siZiIsIjQ0MzkwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7e0f9d1e30f34d73
